== Defect Detection in Semiconductor Wafers Using Image Classification ==
[i] Loading dataset from file
[i] Initializing model
[i] Using device: cuda
[i] Prepare dataloader
[i] Beginning training loop
Epoch [1/150], 	Loss: 1.1072, Accuracy: 0.5484
Epoch [43/150], 	Loss: 0.5482, Accuracy: 0.6924
Epoch [44/150], 	Loss: 0.5399, Accuracy: 0.6930
Epoch [45/150], 	Loss: 0.5473, Accuracy: 0.6920
Epoch [46/150], 	Loss: 0.5473, Accuracy: 0.6920
Epoch [47/150], 	Loss: 0.5403, Accuracy: 0.6948
Epoch [48/150], 	Loss: 0.5378, Accuracy: 0.6970
Epoch [49/150], 	Loss: 0.5350, Accuracy: 0.7012
Epoch [50/150], 	Loss: 0.5361, Accuracy: 0.6995
Epoch [51/150], 	Loss: 0.5388, Accuracy: 0.6974
Epoch [52/150], 	Loss: 0.5250, Accuracy: 0.7012
Epoch [53/150], 	Loss: 0.5200, Accuracy: 0.7049
Epoch [54/150], 	Loss: 0.5271, Accuracy: 0.7028
Epoch [55/150], 	Loss: 0.5239, Accuracy: 0.6999
Epoch [56/150], 	Loss: 0.5167, Accuracy: 0.7052
Epoch [57/150], 	Loss: 0.5182, Accuracy: 0.7087
Epoch [58/150], 	Loss: 0.5170, Accuracy: 0.7031
Epoch [59/150], 	Loss: 0.5096, Accuracy: 0.7060
Epoch [60/150], 	Loss: 0.5145, Accuracy: 0.7098
Epoch [61/150], 	Loss: 0.5139, Accuracy: 0.7074
Epoch [62/150], 	Loss: 0.5124, Accuracy: 0.7105
Epoch [63/150], 	Loss: 0.5161, Accuracy: 0.7069
Epoch [64/150], 	Loss: 0.5147, Accuracy: 0.7099
Epoch [65/150], 	Loss: 0.5098, Accuracy: 0.7094
Epoch [66/150], 	Loss: 0.5111, Accuracy: 0.7104
Epoch [67/150], 	Loss: 0.5138, Accuracy: 0.7071
Epoch [68/150], 	Loss: 0.5092, Accuracy: 0.7127
Epoch [69/150], 	Loss: 0.5180, Accuracy: 0.7092
Epoch [70/150], 	Loss: 0.5076, Accuracy: 0.7129
Epoch [71/150], 	Loss: 0.5038, Accuracy: 0.7109
Epoch [72/150], 	Loss: 0.5106, Accuracy: 0.7093
Epoch [73/150], 	Loss: 0.5013, Accuracy: 0.7139
Epoch [74/150], 	Loss: 0.5041, Accuracy: 0.7118
Epoch [75/150], 	Loss: 0.5042, Accuracy: 0.7103
Epoch [76/150], 	Loss: 0.4967, Accuracy: 0.7171
Epoch [77/150], 	Loss: 0.4956, Accuracy: 0.7186
Epoch [78/150], 	Loss: 0.4930, Accuracy: 0.7214
Epoch [79/150], 	Loss: 0.5012, Accuracy: 0.7131
Epoch [80/150], 	Loss: 0.4929, Accuracy: 0.7178
Epoch [81/150], 	Loss: 0.4932, Accuracy: 0.7203
Epoch [82/150], 	Loss: 0.4948, Accuracy: 0.7200
Epoch [83/150], 	Loss: 0.4936, Accuracy: 0.7182
Epoch [84/150], 	Loss: 0.5001, Accuracy: 0.7170
Epoch [85/150], 	Loss: 0.4948, Accuracy: 0.7181
Epoch [86/150], 	Loss: 0.4862, Accuracy: 0.7260
Epoch [87/150], 	Loss: 0.4878, Accuracy: 0.7224
Epoch [88/150], 	Loss: 0.4840, Accuracy: 0.7214
Epoch [89/150], 	Loss: 0.4858, Accuracy: 0.7225
Epoch [90/150], 	Loss: 0.4830, Accuracy: 0.7263
Epoch [91/150], 	Loss: 0.4911, Accuracy: 0.7237
Epoch [92/150], 	Loss: 0.4842, Accuracy: 0.7242
Epoch [93/150], 	Loss: 0.4884, Accuracy: 0.7237
Epoch [94/150], 	Loss: 0.4847, Accuracy: 0.7237
Epoch [95/150], 	Loss: 0.4862, Accuracy: 0.7240
Epoch [96/150], 	Loss: 0.4876, Accuracy: 0.7210
Epoch [97/150], 	Loss: 0.4937, Accuracy: 0.7213
Epoch [98/150], 	Loss: 0.4811, Accuracy: 0.7247
Epoch [99/150], 	Loss: 0.4855, Accuracy: 0.7233
Epoch [100/150], 	Loss: 0.4790, Accuracy: 0.7248
Epoch [101/150], 	Loss: 0.4836, Accuracy: 0.7246
Epoch [102/150], 	Loss: 0.4786, Accuracy: 0.7268
Epoch [103/150], 	Loss: 0.4793, Accuracy: 0.7273
Epoch [104/150], 	Loss: 0.4756, Accuracy: 0.7309
Epoch [105/150], 	Loss: 0.4768, Accuracy: 0.7277
Epoch [106/150], 	Loss: 0.4850, Accuracy: 0.7269
Epoch [107/150], 	Loss: 0.4783, Accuracy: 0.7277
Epoch [108/150], 	Loss: 0.4827, Accuracy: 0.7293
Epoch [109/150], 	Loss: 0.4743, Accuracy: 0.7294
Epoch [110/150], 	Loss: 0.4829, Accuracy: 0.7245
Epoch [111/150], 	Loss: 0.4759, Accuracy: 0.7300
Epoch [112/150], 	Loss: 0.4762, Accuracy: 0.7310
Epoch [113/150], 	Loss: 0.4805, Accuracy: 0.7250
Epoch [114/150], 	Loss: 0.4764, Accuracy: 0.7307
Epoch [115/150], 	Loss: 0.4728, Accuracy: 0.7342
Epoch [116/150], 	Loss: 0.4712, Accuracy: 0.7318
Epoch [117/150], 	Loss: 0.4702, Accuracy: 0.7313
Epoch [118/150], 	Loss: 0.4694, Accuracy: 0.7317
Epoch [119/150], 	Loss: 0.4687, Accuracy: 0.7351
Epoch [120/150], 	Loss: 0.4664, Accuracy: 0.7348
Epoch [121/150], 	Loss: 0.4713, Accuracy: 0.7330
Epoch [122/150], 	Loss: 0.4610, Accuracy: 0.7365
Epoch [123/150], 	Loss: 0.4609, Accuracy: 0.7360
Epoch [124/150], 	Loss: 0.4600, Accuracy: 0.7363
Epoch [125/150], 	Loss: 0.4651, Accuracy: 0.7374
Epoch [126/150], 	Loss: 0.4723, Accuracy: 0.7341
Epoch [127/150], 	Loss: 0.4679, Accuracy: 0.7329
Epoch [128/150], 	Loss: 0.4608, Accuracy: 0.7371
Epoch [129/150], 	Loss: 0.4653, Accuracy: 0.7340
Epoch [130/150], 	Loss: 0.4626, Accuracy: 0.7369
Epoch [131/150], 	Loss: 0.4658, Accuracy: 0.7392
Epoch [132/150], 	Loss: 0.4649, Accuracy: 0.7374
Epoch [133/150], 	Loss: 0.4586, Accuracy: 0.7371
Epoch [134/150], 	Loss: 0.4619, Accuracy: 0.7382
Epoch [135/150], 	Loss: 0.4580, Accuracy: 0.7395
Epoch [136/150], 	Loss: 0.4626, Accuracy: 0.7385
Epoch [137/150], 	Loss: 0.4599, Accuracy: 0.7373
Epoch [138/150], 	Loss: 0.4624, Accuracy: 0.7349
Epoch [139/150], 	Loss: 0.4612, Accuracy: 0.7403
Epoch [140/150], 	Loss: 0.4673, Accuracy: 0.7342
Epoch [141/150], 	Loss: 0.4642, Accuracy: 0.7367
Epoch [142/150], 	Loss: 0.4706, Accuracy: 0.7339
Epoch [143/150], 	Loss: 0.4660, Accuracy: 0.7362
Epoch [144/150], 	Loss: 0.4545, Accuracy: 0.7383
Epoch [145/150], 	Loss: 0.4640, Accuracy: 0.7356
Epoch [146/150], 	Loss: 0.4728, Accuracy: 0.7345
Epoch [147/150], 	Loss: 0.4606, Accuracy: 0.7392
Epoch [148/150], 	Loss: 0.4571, Accuracy: 0.7397
Epoch [149/150], 	Loss: 0.4642, Accuracy: 0.7359
Epoch [150/150], 	Loss: 0.4606, Accuracy: 0.7366
[i] Model training complete and saved.
[i] Total training time: 01:26:43
[i] Running model on test set
	Accuracy: 71.7127%
	F1 Score: 0.7112
	Avg Inference Time/batch: 0.0054 seconds
	Per-Class Accuracy Report:
              precision    recall  f1-score   support

   Edge-Ring       0.88      0.77      0.82      1126
      Center       0.67      0.77      0.72       832
    Edge-Loc       0.72      0.86      0.78      2772
         Loc       0.69      0.56      0.62      1973
      Random       0.83      0.72      0.77       257
     Scratch       0.55      0.57      0.56       693
       Donut       0.57      0.18      0.28       146
   Near-full       0.83      0.68      0.75        95

    accuracy                           0.72      7894
   macro avg       0.72      0.64      0.66      7894
weighted avg       0.72      0.72      0.71      7894

