== Defect Detection in Semiconductor Wafers Using Image Classification ==
[i] Loading dataset from file
[i] Initializing model
[i] Using device: cuda
[i] Prepare dataloader
[i] Beginning training loop
Epoch [1/150], 	Loss: 0.8602, Accuracy: 0.5658
Epoch [35/150], 	Loss: 0.5386, Accuracy: 0.6955
Epoch [36/150], 	Loss: 0.5456, Accuracy: 0.6930
Epoch [37/150], 	Loss: 0.5446, Accuracy: 0.6894
Epoch [38/150], 	Loss: 0.5325, Accuracy: 0.6972
Epoch [39/150], 	Loss: 0.5380, Accuracy: 0.6936
Epoch [40/150], 	Loss: 0.5367, Accuracy: 0.6961
Epoch [41/150], 	Loss: 0.5330, Accuracy: 0.6997
Epoch [42/150], 	Loss: 0.5336, Accuracy: 0.6949
Epoch [43/150], 	Loss: 0.5366, Accuracy: 0.6951
Epoch [44/150], 	Loss: 0.5270, Accuracy: 0.7012
Epoch [45/150], 	Loss: 0.5286, Accuracy: 0.6976
Epoch [46/150], 	Loss: 0.5226, Accuracy: 0.7017
Epoch [47/150], 	Loss: 0.5218, Accuracy: 0.7020
Epoch [48/150], 	Loss: 0.5225, Accuracy: 0.7024
Epoch [49/150], 	Loss: 0.5240, Accuracy: 0.7014
Epoch [50/150], 	Loss: 0.5250, Accuracy: 0.7000
Epoch [51/150], 	Loss: 0.5154, Accuracy: 0.7079
Epoch [52/150], 	Loss: 0.5194, Accuracy: 0.7050
Epoch [53/150], 	Loss: 0.5232, Accuracy: 0.7056
Epoch [54/150], 	Loss: 0.5135, Accuracy: 0.7070
Epoch [55/150], 	Loss: 0.5122, Accuracy: 0.7090
Epoch [56/150], 	Loss: 0.5177, Accuracy: 0.7028
Epoch [57/150], 	Loss: 0.5186, Accuracy: 0.7030
Epoch [58/150], 	Loss: 0.5075, Accuracy: 0.7079
Epoch [59/150], 	Loss: 0.5190, Accuracy: 0.7028
Epoch [60/150], 	Loss: 0.5110, Accuracy: 0.7068
Epoch [61/150], 	Loss: 0.5135, Accuracy: 0.7066
Epoch [62/150], 	Loss: 0.5131, Accuracy: 0.7054
Epoch [63/150], 	Loss: 0.5098, Accuracy: 0.7059
Epoch [64/150], 	Loss: 0.5115, Accuracy: 0.7089
Epoch [65/150], 	Loss: 0.5090, Accuracy: 0.7123
Epoch [66/150], 	Loss: 0.5034, Accuracy: 0.7122
Epoch [67/150], 	Loss: 0.5021, Accuracy: 0.7144
Epoch [68/150], 	Loss: 0.5037, Accuracy: 0.7130
Epoch [69/150], 	Loss: 0.4991, Accuracy: 0.7141
Epoch [70/150], 	Loss: 0.5056, Accuracy: 0.7158
Epoch [71/150], 	Loss: 0.4973, Accuracy: 0.7179
Epoch [72/150], 	Loss: 0.5113, Accuracy: 0.7109
Epoch [73/150], 	Loss: 0.5016, Accuracy: 0.7130
Epoch [74/150], 	Loss: 0.5052, Accuracy: 0.7104
Epoch [75/150], 	Loss: 0.5015, Accuracy: 0.7158
Epoch [76/150], 	Loss: 0.5001, Accuracy: 0.7177
Epoch [77/150], 	Loss: 0.4973, Accuracy: 0.7129
Epoch [78/150], 	Loss: 0.4952, Accuracy: 0.7186
Epoch [79/150], 	Loss: 0.4936, Accuracy: 0.7199
Epoch [80/150], 	Loss: 0.4962, Accuracy: 0.7174
Epoch [81/150], 	Loss: 0.4926, Accuracy: 0.7199
Epoch [82/150], 	Loss: 0.4892, Accuracy: 0.7239
Epoch [83/150], 	Loss: 0.4952, Accuracy: 0.7174
Epoch [84/150], 	Loss: 0.4958, Accuracy: 0.7163
Epoch [85/150], 	Loss: 0.4884, Accuracy: 0.7176
Epoch [86/150], 	Loss: 0.4932, Accuracy: 0.7214
Epoch [87/150], 	Loss: 0.4931, Accuracy: 0.7160
Epoch [88/150], 	Loss: 0.4866, Accuracy: 0.7235
Epoch [89/150], 	Loss: 0.4961, Accuracy: 0.7172
Epoch [90/150], 	Loss: 0.4921, Accuracy: 0.7215
Epoch [91/150], 	Loss: 0.4879, Accuracy: 0.7223
Epoch [92/150], 	Loss: 0.4940, Accuracy: 0.7207
Epoch [93/150], 	Loss: 0.4884, Accuracy: 0.7214
Epoch [94/150], 	Loss: 0.4968, Accuracy: 0.7179
Epoch [95/150], 	Loss: 0.4934, Accuracy: 0.7217
Epoch [96/150], 	Loss: 0.4921, Accuracy: 0.7181
Epoch [97/150], 	Loss: 0.4946, Accuracy: 0.7176
Epoch [98/150], 	Loss: 0.4931, Accuracy: 0.7203
Epoch [99/150], 	Loss: 0.4889, Accuracy: 0.7200
Epoch [100/150], 	Loss: 0.4879, Accuracy: 0.7206
Epoch [101/150], 	Loss: 0.4791, Accuracy: 0.7272
Epoch [102/150], 	Loss: 0.4836, Accuracy: 0.7244
Epoch [103/150], 	Loss: 0.4879, Accuracy: 0.7241
Epoch [104/150], 	Loss: 0.4821, Accuracy: 0.7278
Epoch [105/150], 	Loss: 0.4871, Accuracy: 0.7224
Epoch [106/150], 	Loss: 0.4814, Accuracy: 0.7241
Epoch [107/150], 	Loss: 0.4874, Accuracy: 0.7251
Epoch [108/150], 	Loss: 0.4807, Accuracy: 0.7260
Epoch [109/150], 	Loss: 0.4862, Accuracy: 0.7271
Epoch [110/150], 	Loss: 0.4886, Accuracy: 0.7235
Epoch [111/150], 	Loss: 0.4813, Accuracy: 0.7270
Epoch [112/150], 	Loss: 0.4962, Accuracy: 0.7200
Epoch [113/150], 	Loss: 0.4781, Accuracy: 0.7283
Epoch [114/150], 	Loss: 0.4793, Accuracy: 0.7261
Epoch [115/150], 	Loss: 0.4812, Accuracy: 0.7267
Epoch [116/150], 	Loss: 0.4794, Accuracy: 0.7257
Epoch [117/150], 	Loss: 0.4795, Accuracy: 0.7282
Epoch [118/150], 	Loss: 0.4751, Accuracy: 0.7298
Epoch [119/150], 	Loss: 0.4792, Accuracy: 0.7287
Epoch [120/150], 	Loss: 0.4788, Accuracy: 0.7282
Epoch [121/150], 	Loss: 0.4730, Accuracy: 0.7316
Epoch [122/150], 	Loss: 0.4726, Accuracy: 0.7330
Epoch [123/150], 	Loss: 0.4792, Accuracy: 0.7314
Epoch [124/150], 	Loss: 0.4755, Accuracy: 0.7303
Epoch [125/150], 	Loss: 0.4794, Accuracy: 0.7311
Epoch [126/150], 	Loss: 0.4672, Accuracy: 0.7333
Epoch [127/150], 	Loss: 0.4762, Accuracy: 0.7312
Epoch [128/150], 	Loss: 0.4765, Accuracy: 0.7291
Epoch [129/150], 	Loss: 0.4819, Accuracy: 0.7273
Epoch [130/150], 	Loss: 0.4740, Accuracy: 0.7293
Epoch [131/150], 	Loss: 0.4687, Accuracy: 0.7339
Epoch [132/150], 	Loss: 0.4741, Accuracy: 0.7323
Epoch [133/150], 	Loss: 0.4666, Accuracy: 0.7317
Epoch [134/150], 	Loss: 0.4703, Accuracy: 0.7342
Epoch [135/150], 	Loss: 0.4779, Accuracy: 0.7291
Epoch [136/150], 	Loss: 0.4736, Accuracy: 0.7328
Epoch [137/150], 	Loss: 0.4690, Accuracy: 0.7351
Epoch [138/150], 	Loss: 0.4712, Accuracy: 0.7346
Epoch [139/150], 	Loss: 0.4697, Accuracy: 0.7343
Epoch [140/150], 	Loss: 0.4690, Accuracy: 0.7350
Epoch [141/150], 	Loss: 0.4719, Accuracy: 0.7322
Epoch [142/150], 	Loss: 0.4784, Accuracy: 0.7292
Epoch [143/150], 	Loss: 0.4686, Accuracy: 0.7334
Epoch [144/150], 	Loss: 0.4765, Accuracy: 0.7277
Epoch [145/150], 	Loss: 0.4712, Accuracy: 0.7335
Epoch [146/150], 	Loss: 0.4672, Accuracy: 0.7376
Epoch [147/150], 	Loss: 0.4697, Accuracy: 0.7320
Epoch [148/150], 	Loss: 0.4778, Accuracy: 0.7307
Epoch [149/150], 	Loss: 0.4693, Accuracy: 0.7349
Epoch [150/150], 	Loss: 0.4771, Accuracy: 0.7308
[i] Model training complete and saved.
[i] Total training time: 01:22:03
[i] Running model on test set
	Accuracy: 69.7872%
	F1 Score: 0.6865
	Avg Inference Time/batch: 0.0086 seconds
	Per-Class Accuracy Report:
              precision    recall  f1-score   support

   Edge-Ring       0.93      0.74      0.82      1126
      Center       0.66      0.69      0.67       832
    Edge-Loc       0.65      0.93      0.76      2772
         Loc       0.71      0.46      0.55      1973
      Random       0.85      0.69      0.76       257
     Scratch       0.65      0.54      0.59       693
       Donut       0.53      0.32      0.40       146
   Near-full       0.96      0.45      0.61        95

    accuracy                           0.70      7894
   macro avg       0.74      0.60      0.65      7894
weighted avg       0.71      0.70      0.69      7894

